20158,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
20162,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
20157,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
20161,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
20163,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
20159,0,-147312,0,462096,0,-823008,0,927454,0,-697518,0,359751,0,-128616,0,31765,0,-5310,0,573,0,-36,0,1
718,0,-10584,0,60228,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
722,0,-10584,0,60228,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
720,0,-10578,0,60227,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
721,0,-10584,0,60228,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
720,0,-10590,0,60229,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
723,0,-10584,0,60228,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
719,0,-10584,0,60228,0,-178248,0,307804,0,-327726,0,221271,0,-96216,0,27175,0,-4950,0,561,0,-36,0,1
5038,0,-48168,0,191772,0,-420888,0,567244,0,-494802,0,287001,0,-112056,0,29455,0,-5130,0,567,0,-36,0,1
5042,0,-48168,0,191772,0,-420888,0,567244,0,-494802,0,287001,0,-112056,0,29455,0,-5130,0,567,0,-36,0,1
5037,0,-48168,0,191772,0,-420888,0,567244,0,-494802,0,287001,0,-112056,0,29455,0,-5130,0,567,0,-36,0,1
