316234143225,0,-703416314160,0,590546123298,0,-264300628942,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123299,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314158,0,590546123298,0,-264300628944,0,72578259391,0,-13137458401,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123298,0,-264300628944,0,72578259386,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458403,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301883,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143228,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143230,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123293,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143226,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301882,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143222,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314160,0,590546123298,0,-264300628944,0,72578259393,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143225,0,-703416314162,0,590546123298,0,-264300628944,0,72578259391,0,-13137458399,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143220,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143227,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
316234143224,0,-703416314160,0,590546123298,0,-264300628944,0,72578259391,0,-13137458400,0,1628301884,0,-140529312,0,8439783,0,-345840,0,9218,0,-144,0,1
