960,1,-13872,0,76976,0,-220368,0,365494,0,-372258,0,240881,0,-101256,0,27925,0,-5010,0,563,0,-36,0,1
2520,-1,-31644,0,146718,0,-353868,0,507209,0,-461016,0,274876,0,-109296,0,29070,0,-5100,0,566,0,-36,0,1
2016,3,-27432,0,139500,0,-357960,0,527008,0,-480546,0,284193,0,-111768,0,29443,0,-5130,0,567,0,-36,0,1
1008,1,-16884,0,107468,0,-347291,0,635126,0,-689990,0,455547,0,-185528,0,47492,0,-7665,0,758,0,-42,0,1
1296,1,-21420,0,133596,0,-419741,0,740408,0,-771498,0,489155,0,-193284,0,48504,0,-7735,0,760,0,-42,0,1
3840,2,-58016,0,317184,0,-846286,0,1255559,0,-1112454,0,617209,0,-221382,0,52080,0,-7980,0,767,0,-42,0,1
2808,0,-51024,-1,340394,0,-1102384,0,1911011,0,-1858192,0,1062342,0,-372352,0,82292,0,-11520,0,992,0,-48,0,1
3600,1,-63840,0,410668,0,-1269568,0,2095316,0,-1961480,0,1095019,0,-378464,0,82963,0,-11560,0,993,0,-48,0,1
4290,2,-75544,0,480291,0,-1458128,0,2345021,0,-2127216,0,1153594,0,-390144,0,84288,0,-11640,0,995,0,-48,0,1
4500,0,-79200,-2,503020,0,-1524112,0,2441753,0,-2199680,0,1181104,0,-395840,0,84946,0,-11680,0,996,0,-48,0,1
4320,0,-77184,-1,500784,0,-1553824,0,2530874,0,-2272776,0,1208939,0,-401568,0,85605,0,-11720,0,997,0,-48,0,1
2016,-2,-42120,0,325764,0,-1230462,0,2483293,0,-2744604,0,1672215,0,-584478,0,123034,0,-15930,0,1245,0,-54,0,1
4608,1,-92448,0,669936,0,-2297142,0,4051421,0,-3801924,0,2027383,0,-649566,0,129702,0,-16290,0,1253,0,-54,0,1
4608,0,-92448,2,669936,0,-2297142,0,4051421,0,-3801924,0,2027383,0,-649566,0,129702,0,-16290,0,1253,0,-54,0,1
5304,-2,-105930,0,761749,0,-2579652,0,4461505,0,-4072626,0,2117167,0,-665910,0,131371,0,-16380,0,1255,0,-54,0,1
1296,1,-33660,0,325404,0,-1542673,0,3906608,0,-5335506,0,3776315,0,-1309572,0,250104,0,-27995,0,1840,0,-66,0,1
3192,1,-72740,0,605174,0,-2409580,0,4972979,0,-5380700,0,3059090,0,-977120,0,186428,0,-21800,0,1536,0,-60,0,1
3192,0,-72740,1,605174,0,-2409580,0,4972979,0,-5380700,0,3059090,0,-977120,0,186428,0,-21800,0,1536,0,-60,0,1
4104,-3,-92220,0,750122,0,-2888180,0,5689409,0,-5826200,0,3194340,0,-999440,0,188486,0,-21900,0,1538,0,-60,0,1
3696,2,-83960,0,694796,0,-2742280,0,5578364,0,-5894150,0,3240005,0,-1009160,0,189479,0,-21950,0,1539,0,-60,0,1
5040,0,-112440,-1,903644,0,-3413480,0,6529424,0,-6417050,0,3386235,0,-1032200,0,191555,0,-22050,0,1541,0,-60,0,1
3600,-1,-90684,0,833948,0,-3657313,0,8210624,0,-9325426,0,5134971,0,-1533796,0,269720,0,-28875,0,1856,0,-66,0,1
5568,-3,-137368,0,1221762,0,-5097983,0,10666706,0,-11081730,0,5678323,0,-1619904,0,277122,0,-29205,0,1862,0,-66,0,1
2184,1,-65390,0,716351,0,-3756454,0,10156715,0,-14068418,0,9443183,0,-2903810,0,479441,0,-45890,0,2565,0,-78,0,1
