576,-30,-82000,3,2746400,0,-32092820,0,118763800,0,-84660920,0,28620273,0,-5646500,0,701860,0,-56031,0,2800,0,-80,0,1
576,-33,-99220,3,4015033,0,-56372663,0,244512565,0,-162717445,0,50429201,0,-9075121,0,1026916,0,-74567,0,3388,0,-88,0,1
362879,-5973264,41229405,-155835108,349389999,-457072308,280122787,66663432,-223040709,101029544,41059674,-47575836,2891917,9715860,-2303154,-1114036,414666,74844,-39998,-2772,2268,44,-72,0,1
1814399,-23334480,128021229,-389338092,704867247,-729109836,293196547,214410456,-314323173,87839752,72070794,-52687908,-1949843,11285820,-1894914,-1312220,396522,88452,-39662,-3276,2268,52,-72,0,1
1814401,-23334480,128021067,-389338092,704867283,-729109836,293196545,214410456,-314323173,87839752,72070794,-52687908,-1949843,11285820,-1894914,-1312220,396522,88452,-39662,-3276,2268,52,-72,0,1
362881,6636960,50900300,214012304,536309940,797997200,607913003,15240280,-362810600,-221974676,41714040,83776000,11534649,-14968800,-4361000,1531376,650440,-92400,-55174,3080,2800,-44,-80,0,1
362881,-6636960,50900300,-214012304,536309940,-797997200,607913003,-15240280,-362810600,221974676,41714040,-83776000,11534649,14968800,-4361000,-1531376,650440,92400,-55174,-3080,2800,44,-80,0,1
362879,-7300656,61589605,-285070060,788917899,-1310976436,1172867115,-233199912,-544134701,431070024,23100066,-138376084,27670237,22072820,-7519666,-2041116,970354,111804,-73710,-3388,3388,44,-88,0,1
362881,7300656,61589363,285070060,788917943,1310976436,1172867113,233199912,-544134701,-431070024,23100066,138376084,27670237,-22072820,-7519666,2041116,970354,-111804,-73710,3388,3388,-44,-88,0,1
586,0,-160720,0,10510528,537824,-228883348,-192080,1572918424,27440,-860610520,-1960,212473681,70,-30206344,-1,2691640,0,-153694,0,5488,0,-112,0,1
576,-42,-160720,3,10510528,0,-236412884,0,1576145368,0,-861186760,0,212528561,0,-30209284,0,2691724,0,-153695,0,5488,0,-112,0,1
581,16,-52480,-2,1131328,0,-8424244,-2097152,22780288,1835008,-18629152,-688128,7647505,143360,-1863808,-17920,288160,1344,-28702,-56,1792,1,-64,0,1
1445,10960,-84736,-840026,-924992,8572032,30356180,30451312,-5724800,-29903258,-9765664,11536896,6172441,-2427040,-1725568,304388,281248,-22848,-28558,952,1792,-17,-64,0,1
-715,-2898,76464,321811,-1532583,-7547337,3863186,42409089,40808691,-30679677,-37664946,10022292,14792637,-1842750,-3299454,204246,458946,-13608,-40818,504,2268,-8,-72,0,1
581,18,-66420,-2,1805913,0,-16740118,-4782969,53808219,3720087,-41226030,-1240029,15318021,229635,-3343194,-25515,460890,1701,-40854,-63,2268,1,-72,0,1
-715,-3220,94400,441322,-2328880,-12732300,6924944,86313230,96261400,-57260441,-79090760,16926000,27879769,-2806300,-5591000,280126,699640,-16800,-55994,560,2800,-8,-80,0,1
-5040,-72279,-5184,4646658,31553001,95176053,141689105,75577374,-58424247,-88507692,-9601281,32154003,10613217,-6126435,-2950749,687267,443448,-45927,-40531,1701,2268,-27,-72,0,1
-5040,72225,-5184,-4646652,31553001,-95176053,141689105,-75577374,-58424247,88507692,-9601281,-32154003,10613217,6126435,-2950749,-687267,443448,45927,-40531,-1701,2268,27,-72,0,1
1440,13650,-132400,-1639365,-2283520,25691400,113922676,167350860,32061400,-123478362,-63040760,37548000,25739769,-6287400,-5430500,629748,693220,-37800,-55887,1260,2800,-18,-80,0,1
1450,-13680,-132400,1639368,-2283520,-25591400,114922676,-167400860,31461400,123488362,-62890760,-37549000,25719769,6287450,-5429000,-629749,693160,37800,-55886,-1260,2800,18,-80,0,1
-715,-3542,114224,587293,-3402839,-20452509,11860154,165135751,208393339,-100884917,-154569514,27209028,49443757,-4106410,-9007966,372806,1024474,-20328,-74530,616,3388,-8,-88,0,1
581,22,-99220,-2,4015033,0,-54601102,-19487171,243546259,12400927,-162497830,-3382071,50402581,512435,-9073306,-46585,1026850,2541,-74566,-77,3388,1,-88,0,1
-5040,-80310,-6400,6371031,48091280,161891100,273763936,188290890,-72914600,-172626363,-36242360,55062000,22144809,-9368100,-5160500,943362,682420,-56700,-55707,1890,2800,-27,-80,0,1
-5040,80250,-6400,-6371025,48091280,-161891100,273763936,-188290890,-72914600,172626363,-36242360,-55062000,22144809,9368100,-5160500,-943362,682420,56700,-55707,-1890,2800,27,-80,0,1
