21623,30608,-474784,-513268,3765044,3161652,-14299678,-8774516,25991674,11004998,-19688944,-6880636,7905943,2421736,-1896994,-511932,287567,66286,-28038,-5144,1727,220,-62,-4,1
30359,38704,-601824,-603004,4419900,3480380,-15650602,-9171068,26857054,11210610,-19950304,-6933364,7948659,2428768,-1900906,-512396,287759,66298,-28042,-5144,1727,220,-62,-4,1
54719,58880,-919072,-805888,5892560,4146768,-18430594,-9975188,28602466,11623418,-20474212,-7038892,8034127,2442832,-1908730,-513324,288143,66322,-28050,-5144,1727,220,-62,-4,1
54768,58884,-919136,-805893,5892577,4146769,-18430595,-9975188,28602466,11623418,-20474212,-7038892,8034127,2442832,-1908730,-513324,288143,66322,-28050,-5144,1727,220,-62,-4,1
90623,85008,-1330784,-1040788,7585204,4851892,-21314938,-10793996,30367414,12038338,-20999704,-7144516,8119643,2456896,-1916554,-514252,288527,66346,-28058,-5144,1727,220,-62,-4,1
90672,85012,-1330848,-1040793,7585221,4851893,-21314939,-10793996,30367414,12038338,-20999704,-7144516,8119643,2456896,-1916554,-514252,288527,66346,-28058,-5144,1727,220,-62,-4,1
193058,179532,-2821840,-1839967,13322923,7034907,-30029092,-13207586,35520801,13239791,-22516912,-7448574,8365696,2497330,-1939048,-516920,289631,66415,-28081,-5144,1727,220,-62,-4,1
301248,206788,-3255648,-1947189,14015697,7201601,-30596003,-13338548,35779474,13295770,-22585684,-7461964,8376479,2499088,-1940026,-517036,289679,66418,-28082,-5144,1727,220,-62,-4,1
310658,237148,-3734288,-2212531,15928143,7896895,-33332764,-14085146,37363893,13663159,-23048740,-7554582,8451404,2511394,-1946872,-517848,290015,66439,-28089,-5144,1727,220,-62,-4,1
459482,304556,-4802640,-2621911,18769667,8798579,-36741748,-14977394,39226521,14088639,-23582152,-7660686,8537160,2525458,-1954696,-518776,290399,66463,-28097,-5144,1727,220,-62,-4,1
644618,382524,-6039184,-3069067,21850759,9740151,-40256236,-15884330,41108685,14516231,-24117148,-7766886,8622964,2539522,-1962520,-519704,290783,66487,-28105,-5144,1727,220,-62,-4,1
21672,30612,-474848,-513273,3765061,3161653,-14299679,-8774516,25991674,11004998,-19688944,-6880636,7905943,2421736,-1896994,-511932,287567,66286,-28038,-5144,1727,220,-62,-4,1
